The IDS observed extensive ICMP traffic from the client-side attack platform, consistent with host discovery and reconnaissance across the server network.
The IDS detected repeated SSH connection attempts against the SSH server (10.0.2.11).
The IDS raised multiple alerts for a potential SSH brute force attack, indicating repeated authentication attempts against the SSH service.
The IDS detected repeated SMB traffic to the Samba server (10.0.2.12), including NetBIOS-related SMB traffic, consistent with probing or exploitation activity against the Samba service.
The IDS detected repeated HTTP traffic toward web-facing services in the server network.
The IDS raised multiple Shellshock attack attempt alerts against the Shellshock-vulnerable web server (10.0.2.13).
Overall, the alert stream indicates a multi-stage attack involving reconnaissance, password guessing or credential attacks, SMB probing or exploitation attempts, and web exploitation attempts originating from the attack platform (10.0.1.11) toward vulnerable services in the server network.

2026-05-31 01:58:56,116 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.1.11 -> 10.0.2.10 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,116 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.2.10 -> 10.0.1.11 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,116 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.1.11 -> 10.0.2.10 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,116 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.2.10 -> 10.0.1.11 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,116 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.2.10 -> 10.0.2.11 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,117 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.2.11 -> 10.0.2.10 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,117 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.1.11 -> 10.0.2.11 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,117 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.2.11 -> 10.0.1.11 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,117 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.2.10 -> 10.0.2.11 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,117 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.2.11 -> 10.0.2.10 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,117 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.1.11 -> 10.0.2.11 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,117 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.2.11 -> 10.0.1.11 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,117 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.2.10 -> 10.0.2.12 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,117 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.2.12 -> 10.0.2.10 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,117 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.1.11 -> 10.0.2.12 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,117 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.2.12 -> 10.0.1.11 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,117 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.2.10 -> 10.0.2.12 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,117 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.2.12 -> 10.0.2.10 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,117 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.1.11 -> 10.0.2.12 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,117 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.2.12 -> 10.0.1.11 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,117 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.2.10 -> 10.0.2.13 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,117 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.2.13 -> 10.0.2.10 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,117 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.1.11 -> 10.0.2.13 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,117 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.2.13 -> 10.0.1.11 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,117 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.2.10 -> 10.0.2.13 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,117 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.2.13 -> 10.0.2.10 [1:1000001:2] ICMP traffic detected
2026-05-31 01:58:56,117 [    INFO] Alert: [pri=2 cls=Attempted Information Leak] {ICMP} 10.0.1.11 -> 10.0.2.13 [1:1000001:2] ICMP traffic detected
